Name,CR,Size,HP,AC,Base Speed,Fly Speed,Burrow Speed,Swim Speed,Climb Speed,Number of Skills,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Saving Throw Bonus,Passive Perception,"Truesight (0 if none, else range in ft.)","Darkvision (0 if none, else range in ft.)","Blindsight (0 if none, else range in ft.)","Tremorsense (0 if none, else range in ft.)",Number Of Passive Abilities,Number of Actions,Max. Attack Bonus,Max. Damage Roll,Spellcasting,Number of Spells Known,Max. Spell Level,Spell Save DC,Spoken Languages,"Telepathy (0 if none, else range in ft.)",Number of Legendary Actions,Number of Legendary Saves,Weaknesses,Damage Immunities,Number of Immunities,Resistances,Number of Resistances,Condition Immunities
Coven of the Night Cauldren,15,Medium,195,15,30,0,0,0,0,3,17,16,15,14,16,18,None,0,15,0,120,0,0,4,4,5,25,Yes,9,5,14,"Common, Deep Speech, Giant",0,0,0,None,Cold,1,Radiant,1,"Charmed, Paralyzed"
Serrin,9,Medium,82,17,0,40,0,0,0,0,8,16,16,12,14,16,None,0,12,0,60,0,0,5,4,6,33,Yes,3,4,14,"Common, Dark Folk",0,0,0,None,"Necrotic, Poison",2,"Acid, Cold, Fire, Lightning, Thunder, BPS From Nonmagical Attacks Not Silvered",6,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Melakian,8,Small,127,16,30,0,0,0,0,2,9,19,18,13,5,17,"Dex, Wis, Cha",3,10,0,60,0,0,2,5,7,33,No,0,0,0,"Common, Dark Folk, Deep Speech, Umbral, Undercommon",0,0,0,None,,0,,0,None
Verrazi Pint,7,Small,91,16,15,0,0,0,0,0,6,18,16,10,12,18,None,0,11,0,120,0,0,0,4,6,36,No,0,0,0,"Common, Gnomish, Sylvan",0,0,0,None,,0,,0,"Blinded, Frightened, Prone"
Quexxl,5,Medium,102,15,30,0,0,0,0,3,10,18,18,8,12,10,None,0,13,0,60,0,0,4,2,6,14,No,0,0,0,"Dark Folk, Undercommon",0,0,0,None,,0,,0,None
Sister Alkava,8,Medium,93,14,30,0,0,0,0,2,14,10,12,8,17,14,None,0,13,0,0,0,0,2,2,5,8,Yes,6,3,14,Common,0,0,0,None,,0,PS From Nonmagical Attacks,1,None
Mother Abbess Calle,13,Medium,117,17,30,0,0,0,0,3,16,10,14,9,20,14,"Con, Wis, Cha",4,15,0,0,0,0,4,4,7,9,Yes,10,4,17,Common,0,0,0,None,,0,"Psychic, PS From Nonmagical Attacks",2,Charmed
Grand Inquisitor Reka Meszaros,13,Medium,170,18,30,0,0,0,0,2,18,16,18,8,18,10,"Dex, Con, Wis",4,18,0,0,0,0,4,3,8,16,Yes,7,3,16,Common,0,0,0,None,,0,PS From Nonmagical Attacks,1,"Charmed, Frightened, Paralyzed"
Blood Ritualist,9,Medium,77,13,30,0,0,0,0,1,12,16,12,10,8,18,Cha,3,13,0,60,0,0,3,2,6,31,Yes,9,4,15,Common,0,0,0,None,Poison,1,"Necrotic, BPS From Nonmagical Attacks",2,Poisoned
Blood Hound,4,Medium,45,13,40,0,0,0,0,1,15,14,16,3,12,6,None,0,13,0,0,0,0,2,1,4,14,No,0,0,0,None,0,0,0,None,,0,,0,None
Ecstatic,4,Medium,65,13,40,0,0,0,0,0,15,12,14,7,11,6,None,0,10,0,0,0,0,1,2,4,14,No,0,0,0,Common,0,0,0,None,,0,,0,None
Sanguine Sorcerer,7,Medium,104,11,40,0,0,0,0,3,8,13,14,10,12,18,None,0,13,0,60,0,0,2,2,3,5,Yes,10,3,14,"Common, Elvish",0,0,0,None,,0,,0,"Charmed, Exhaustion, Frightened"
Sandiki Sefu,11,Medium,120,16,25,0,0,0,0,2,12,14,16,18,10,8,"Dex, Con, Int",3,10,0,0,0,0,2,6,5,8,No,0,0,0,"Common, Draconic, Dwarvish, Gnoll, Undercommon",0,0,0,None,Poison,1,"Force, B From Nonmagical Attacks",2,Poisoned
Dakhamunza Sat Selket,14,Medium,153,16,30,0,0,0,0,2,12,16,18,10,21,18,"Str, Wis, Cha",4,19,0,60,0,0,1,4,7,11,Yes,24,7,17,"Common, Primordial",0,0,0,None,"Necrotic, Poison, Radiant, BPS From Nonmagical Attacks",4,,0,"Charmed, Poisoned"
Desert Scorpion Assassin,7,Medium,91,15,30,0,0,0,0,2,12,16,14,10,12,13,None,0,13,0,0,0,0,2,5,5,9,No,0,0,0,Common,0,0,0,None,,0,Poison,1,"Frightened, Poisoned"
Priest of Sleket,11,Medium,112,16,30,0,0,0,0,2,12,13,16,10,18,14,None,0,17,0,0,0,0,3,4,4,7,Yes,16,4,15,Common,0,0,0,None,Poison,1,"Cold, Fire",2,Poisoned
Josef Kranz,12,Medium,162,17,30,0,0,0,0,2,18,12,18,10,8,20,None,0,13,0,0,0,0,3,3,8,32,Yes,4,3,17,"Abyssal, Ashabe, Common, White Ape",0,0,0,None,,0,,0,None
Cultist Guard,4,Medium,52,14,40,0,0,0,0,0,17,14,14,10,12,8,None,0,11,0,0,0,0,1,2,5,8,No,0,0,0,Common,0,0,0,None,,0,,0,None
White Ape Warrior,6,Large,114,14,40,0,0,0,0,3,20,14,18,7,10,7,None,0,11,0,60,0,0,1,5,8,37,No,0,0,0,White Ape,0,0,0,None,,0,,0,None
Relic Hunter,9,Medium,110,16,30,0,0,0,0,5,16,14,14,17,13,12,"Dex, Con, Wis",0,14,0,0,0,0,3,3,6,36,No,0,0,0,"Abyssal, Common, Draconic, Elvish",0,0,0,None,,0,,0,None
White Ape Warlord,10,Large,133,15,40,0,0,0,0,4,22,10,18,8,12,11,"Dex, Wis, Cha",3,14,0,60,0,0,4,5,9,26,No,0,0,0,White Ape,0,0,0,None,,0,,0,None
Vadoma Donesti,12,Medium,97,16,30,0,0,0,0,4,10,14,12,14,12,18,"Dex, Wis, Cha",4,15,0,60,0,0,1,4,6,10,No,0,0,0,"Common, Elvish, Gnomish, Halfling, Orc, Sylvan",0,0,0,None,,0,,0,Frightened
Tal Grazelt,10,Medium,91,15,30,0,0,0,0,2,10,13,14,14,10,18,Cha,3,10,0,60,0,0,1,4,4,7,Yes,7,3,15,"Common, Dwarivsh, Elvish, Gnomish",0,0,0,None,,0,Fire,1,None
Malesussurri,9,Medium,102,15,30,20,0,0,0,2,20,20,18,14,18,16,None,0,14,0,60,0,0,1,3,8,21,No,0,0,0,"Abyssal, Celestial",0,0,0,None,Poison,1,"Cold, Fire, Lightning",3,Poisoned
Whisperer,3,Medium,55,13,30,0,0,0,0,3,10,14,12,15,8,16,None,0,11,0,0,0,0,1,3,4,10,No,0,0,0,"Common, Dwarvish, Elvish",0,0,0,None,,0,,0,None
Seeker of Secrets,4,Medium,77,12,30,0,0,0,0,3,8,14,12,17,10,14,None,0,10,0,0,0,0,2,3,4,10,Yes,7,3,13,"Common, Elvish",0,0,0,None,,0,,0,
Grand Weaver,10,Medium,104,15,30,0,0,0,0,1,12,14,14,12,10,20,None,0,10,0,0,0,0,2,3,5,41,Yes,9,3,16,"Common, Elvish",0,0,0,None,,0,,0,None
Echo Demon,9,Medium,102,15,30,20,0,0,0,2,20,20,18,14,18,16,None,0,14,0,60,0,0,1,3,8,21,No,0,0,0,"Abyssal, Celestial",0,0,0,None,Poison,1,"Cold, Fire, Lightning",3,Poisoned
Aarakocra Captain,6,Medium,65,16,20,50,0,0,0,2,13,18,14,13,16,15,None,0,17,0,0,0,0,1,3,6,16,No,0,0,0,"Aarakocra, Auran",0,0,0,None,,0,,0,None
Aarakocra Sharpshooter,3,Medium,22,13,20,50,0,0,0,1,11,17,12,10,1,11,None,0,16,0,0,0,0,1,2,5,11,No,0,0,0,"Aarakocra, Auran",0,0,0,None,,0,,0,None
Aarakocra Priest of Aedrie,11,Medium,71,14,20,50,0,0,0,4,9,15,14,13,20,14,"Wis, Cha",3,21,0,0,0,0,3,3,5,18,Yes,23,5,16,"Aarakocra, Auran",0,0,0,None,,0,,0,None
Aboleth Sovereign,19,Huge,199,19,15,0,0,60,0,3,25,12,18,20,17,21,"Con, Int, Wis",5,18,0,120,0,0,3,5,12,25,No,0,0,0,Deep Speech,120,3,0,None,,0,,0,None
Young Aboleth,8,Large,91,16,10,0,0,30,0,2,18,8,13,18,15,17,"Con, Int, Wis",3,15,0,120,0,0,3,2,7,16,No,0,0,0,Deep Speech,120,0,0,None,,0,,0,None
Adlet,3,Medium,26,12,40,0,0,0,0,3,13,15,14,6,10,7,None,0,12,0,60,0,0,3,2,4,8,No,0,0,0,Adlet,0,0,0,None,,0,,0,None
Ahklut,15,Huge,228,16,40,0,0,60,0,4,23,16,17,6,14,9,"Str, Con",4,12,0,0,120,0,1,4,10,38,No,0,0,0,None,0,3,0,None,,0,,0,None
Agathion,7,Medium,42,17,30,60,0,0,0,2,16,15,18,16,17,18,"Wis, Cha",2,17,0,60,0,0,4,3,5,27,Yes,3,3,14,All,60,0,0,None,,0,"Radiant, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Valkyrie,11,Medium,76,19,30,90,0,0,0,2,18,17,18,17,18,19,"Wis, Cha",4,14,0,120,0,0,5,3,7,38,Yes,5,3,15,All,120,0,0,None,,0,"Radiant, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened"
Animator's Staff,6,Small,39,10,0,30,0,0,0,0,16,11,16,1,5,1,Con,2,7,0,0,60,0,3,1,5,11,Yes,13,3,13,None,0,0,0,None,"Poison, Psychic",2,,0,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned"
Animator's Wand,3,Tiny,9,11,0,30,0,0,0,0,7,12,14,1,5,1,Con,2,7,0,0,60,0,3,1,0,1,Yes,4,1,12,None,0,0,0,None,"Poison, Psychic",2,,0,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned"
Flying Caltrop,1,Tiny,2,13,0,30,0,0,0,0,2,14,10,1,3,1,Dex,2,6,0,0,60,0,2,1,4,6,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned"
Flying Shield,3,Small,33,17,0,40,0,0,0,0,12,15,14,1,15,1,Dex,2,7,0,0,60,0,2,1,3,7,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned"
Sack of Smothering,3,Small,18,12,0,30,0,0,0,0,14,15,12,1,3,1,Dex,2,6,0,0,60,0,3,1,4,6,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,,0,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned"
Swarm of Ball Bearings,4,Medium,27,14,30,0,0,0,0,0,8,16,11,1,3,1,Dex,1,6,0,0,60,0,3,2,5,24,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,BPS,1,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned"
Swarm of Flying Caltrops,4,Medium,22,15,5,30,0,0,0,0,8,16,10,1,3,1,Dex,2,6,0,0,60,0,3,1,5,24,No,0,0,0,None,0,0,0,None,"Poison, Psychic",2,BPS,1,"Blinded, Charmed, Deafened, Frightened, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned"
Jungle Ankheg,8,Large,90,15,30,0,15,0,0,0,19,12,15,2,14,7,None,0,12,0,60,0,60,1,4,7,22,No,0,0,0,None,0,0,0,None,Acid,1,,0,None
Azer Lord,9,Medium,82,17,30,0,0,0,0,0,20,13,16,15,16,17,Con,3,13,0,0,0,0,3,3,8,29,No,0,0,0,Ignan,0,0,0,None,"Fire, Poison",2,,0,Poisoned
Azer Artisan,6,Medium,52,15,30,0,0,0,0,0,17,12,15,14,15,10,Con,2,12,0,0,0,0,4,1,6,20,No,0,0,0,Ignan,0,0,0,None,"Fire, Poison",2,,0,Poisoned
Baku,12,Large,127,17,40,0,0,0,0,0,19,15,16,12,19,16,"Con, Int",4,14,120,0,0,0,3,5,8,38,Yes,5,5,16,"Common, Druidic, Elvish, Gnomish, Sylvan",0,0,0,None,Psychic,1,BPS From Nonmagical Attacks,1,None
Bewailer,10,Medium,78,13,0,40,0,0,0,0,1,16,14,13,12,19,"Wis, Cha",3,11,0,60,0,0,4,4,6,51,No,0,0,0,"Common, Elvish",0,0,0,None,"Cold, Necrotic, Poison",3,"Acid, Fire, Lightning, Thunder, BPS From Nonmagical Attacks",5,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Greater Basilisk,13,Huge,142,17,40,0,0,40,0,0,20,13,16,16,13,8,"Con, Wis",4,11,0,90,0,0,1,4,9,45,No,0,0,0,None,0,0,0,None,,0,Poison,1,Poisoned
Marine Basilisk,7,Large,85,16,20,0,0,40,0,0,18,10,16,2,10,7,None,0,10,0,60,0,0,2,2,6,34,No,0,0,0,None,0,0,0,None,,0,Poison,1,None
Plated Behir,18,Huge,209,20,60,0,0,0,50,2,25,18,17,8,15,14,None,0,17,0,120,0,0,1,6,12,54,No,0,0,0,"Common, Draconic",0,0,0,None,Lightning,1,,0,None
Eye of the Deep,8,Medium,52,15,0,20,0,30,0,1,12,15,14,12,15,10,"Int, Wis, Cha",3,18,0,120,0,0,2,4,4,13,No,0,0,0,"Deep Speech, Undercommon",120,0,0,None,,0,,0,Prone
Bramble Blight,4,Medium,32,14,30,0,0,0,0,1,15,11,14,5,10,3,None,0,10,0,0,60,0,3,1,4,24,No,0,0,0,Common,0,0,0,None,Poison,1,,0,"Blinded, Deafened, Poisoned"
Branch Blight,6,Medium,95,14,20,0,0,0,0,0,19,12,18,5,11,4,None,0,10,0,0,60,0,1,3,6,36,No,0,0,0,None,0,0,0,Fire,,0,,0,"Blinded, Deafened"
Wood Blight,3,Medium,25,14,20,0,0,0,0,0,15,11,18,5,10,3,None,0,10,0,0,60,0,0,1,4,10,No,0,0,0,None,0,0,0,Fire,,0,,0,Blinded
Bugbear Assassin,9,Medium,117,16,30,0,0,0,0,4,19,18,14,11,15,10,None,0,15,0,60,0,0,3,3,7,24,No,0,0,0,"Common, Goblin",0,0,0,None,,0,,0,None
Bugbear Champion of Hruggek,7,Medium,60,16,30,0,0,0,0,3,16,13,16,9,16,11,None,0,13,0,60,0,0,3,2,5,19,Yes,10,3,13,"Common, Goblin",0,0,0,None,,0,,0,None
Bullywug Shaman,6,Medium,58,11,20,0,0,40,0,1,14,13,14,9,16,8,None,0,13,0,0,0,0,5,3,4,10,Yes,10,3,13,Bullywug,0,0,0,None,,0,,0,None
Bullywug Chief,6,Medium,75,16,20,0,0,40,0,1,17,13,16,10,13,14,None,0,11,0,0,0,0,4,3,5,15,No,0,0,0,Bullywug,0,0,0,None,,0,,0,None
Bullywug Hunter,3,Medium,27,14,20,0,0,40,0,1,14,16,13,7,11,7,None,0,10,0,0,0,0,4,4,5,10,No,0,0,0,Bullywug,0,0,0,None,,0,,0,None
Alu-Fiend,7,Medium,65,17,30,60,0,0,0,4,17,19,14,16,12,15,"Dex, Con, Int, Wis",2,13,0,60,0,0,3,4,5,15,Yes,3,4,12,"Abyssal, Common, Infernal",0,0,0,None,,0,"Cold, Fire, Poison, BPS From Nonmagical Attacks",4,None
Spawn of Graz'zt,13,Medium,119,17,30,60,0,0,0,4,20,14,19,16,15,1,"Dex, Con, Wis",4,16,0,120,0,0,6,3,9,17,Yes,9,7,17,"Abyssal, Common, Infernal",0,0,0,None,,0,"Cold, Fire, Poison, BPS From Nonmagical Attacks",4,None
Spawn of Orcus,18,Large,189,19,30,40,0,0,0,2,23,13,21,18,16,19,"Dex, Con, Wis",5,18,0,120,0,0,5,3,11,42,Yes,7,7,17,"Abyssal, Common, Infernal",0,3,1,None,"Poison, Necrotic",2,"Cold, Fire, Poison, BPS From Nonmagical Attacks",4,None
Tangle Crawler,9,Huge,136,16,30,0,0,0,30,1,18,12,19,3,13,6,"Dex, Con",3,11,0,60,0,0,3,3,10,16,No,0,0,0,None,0,0,0,None,,0,Poison,1,Poisoned
Centaur Knight,11,Large,119,19,60,0,0,0,0,4,20,15,17,13,14,16,"Dex, Cha",3,15,0,0,0,0,5,6,8,23,No,0,0,0,"Common, Elvish, Sylvan",0,0,0,None,,0,,0,None
Centaur Marksman,7,Large,90,14,50,0,0,0,0,4,15,18,14,10,15,12,None,0,14,0,0,0,0,4,3,6,20,Yes,3,3,12,"Elvish, Sylvan",0,0,0,None,,0,,0,None
Centaur Spiritcaller,8,Large,94,16,50,0,0,0,0,5,17,14,20,11,19,12,None,0,17,0,0,0,0,2,4,6,15,Yes,6,3,15,"Elvish, Sylvan",0,0,0,None,,0,,0,None
Centaur Wildling,9,Large,110,16,50,0,0,0,0,4,20,16,17,8,13,10,None,0,14,0,0,0,0,2,4,8,17,No,0,0,0,"Elvish, Sylvan",0,0,0,None,,0,,0,None
Cerynitis,17,Large,150,19,150,0,0,0,0,3,16,25,15,9,16,10,"Str, Wis, Cha",5,18,0,120,0,0,6,5,12,40,No,0,0,0,Celestial,0,0,0,None,Radiant,1,,0,Blinded
Astral Chimera,13,Large,170,15,40,0,0,30,0,4,20,15,16,11,13,18,"Dex, Cha",4,15,0,120,0,0,4,4,9,29,Yes,7,7,16,"Celestial, Common",0,0,0,None,,0,,0,None
Demimaera,7,Large,93,14,40,0,0,0,0,1,17,12,16,3,13,10,None,0,15,0,60,0,0,1,5,5,13,No,0,0,0,None,0,0,0,None,,0,,0,None
Maeragorgon,19,Huge,195,17,40,90,0,0,0,3,23,14,20,8,16,11,"Str, Dex",5,13,0,60,0,0,2,6,11,22,No,0,0,0,"Abyssal, Draconic",0,1,3,None,Poison,1,"Cold, Fire, BPS From Nonmagical Attacks",3,None
Chupacabra,4,Small,27,13,30,0,0,0,0,3,12,17,14,5,13,7,None,0,11,0,60,0,0,3,3,5,9,No,0,0,0,None,0,0,0,None,,0,BPS From Nonmagical Attacks Not Silvered,1,None
Brass Spider,9,Large,67,16,40,0,0,0,30,2,19,14,15,3,10,1,None,0,13,0,60,0,0,2,4,7,16,No,0,0,0,None,0,0,0,None,"Poison, BPS From Nonmagical Attacks Not Adamantine",2,,0,"Charmed, Exhaustion, Frightend, Paralyzed, Petrified, Poisoned"
Electrum Drake,5,Small,27,16,30,0,0,0,0,0,10,18,13,7,14,8,None,0,12,0,60,0,0,1,4,6,12,No,0,0,0,Common,0,0,0,None,"Poison, BPS From Nonmagical Attacks Not Adamantine",2,,0,"Charmed, Exhaustion, Frightend, Paralyzed, Petrified, Poisoned"
Greater Cockatrice,10,Large,142,16,30,60,0,0,0,2,18,13,14,6,15,7,None,0,15,0,60,0,0,1,4,7,24,No,0,0,0,None,0,0,0,None,,0,Necrotic,1,Petrified
Fallen Couatl,7,Medium,75,17,40,0,0,0,0,0,18,20,17,16,18,20,"Con, Wis, Cha",2,14,120,0,0,0,2,4,7,12,Yes,8,6,15,All,120,0,0,None,"Psychic, BPS From Nonmagical Attacks",2,Necrotic,1,None
Quetzalcouatl,17,Huge,168,20,30,90,0,0,0,3,18,22,19,19,23,20,"Con, Wis, Cha",5,21,120,0,0,0,4,6,11,18,Yes,18,6,18,All,120,0,0,None,"Psychic, BPS From Nonmagical Attacks",2,"Necrotic, Poison, Radiant",3,None
Crysmal,6,Small,60,14,30,0,15,0,0,2,14,17,18,5,16,6,None,0,15,0,60,10,0,5,3,5,9,Yes,3,1,13,None,0,0,0,None,Poison,1,"Cold, Fire, Lightning, PS From Nonmagical Attacks Not Adamantine",4,Poisoned
Half-Cyclops,5,Large,67,13,30,0,0,0,0,0,18,12,15,10,9,11,None,0,9,0,0,0,0,1,3,6,20,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Infernal Cyclops,18,Huge,264,16,30,0,0,0,0,1,25,12,21,10,12,14,"Dex, Con",4,11,0,60,0,0,3,5,12,35,No,0,0,0,"Common, Giant, Infernal",0,0,0,None,Fire,1,Poison,1,None
Primal Cyclops,11,Huge,149,16,40,0,0,0,0,0,24,11,21,6,7,10,None,0,8,0,0,0,0,3,4,10,57,No,0,0,0,Giant,0,0,0,None,,0,,0,None
Nihilith,15,Large,135,17,10,40,0,40,0,2,21,9,15,18,15,18,"Con, Int, Wis",4,20,0,120,0,0,6,7,9,22,No,0,0,0,Void Speech,120,3,0,None,"Cold, Necrotic, Poison",3,"Acid, Fire, Lightning, Thunder, BPS From Nonmagical Attacks",5,"Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained"
Nihilethic Zombie,4,Medium,22,9,20,0,0,30,0,0,13,6,16,3,6,5,Wis,2,8,0,60,0,0,2,5,3,7,No,0,0,0,None,0,0,0,None,"Cold, Necrotic, Poison",3,BPS From Nonmagical Attacks,1,Poisoned
Abominable Beauty,14,Medium,187,18,30,0,0,0,0,4,17,18,18,17,16,26,"Dex, Con, Cha",4,17,0,0,0,0,0,5,8,59,No,0,0,0,"Common, Draconic, Elvish, Sylvan",0,0,0,None,Fire,1,,0,None
Accursed Defiler,7,Medium,75,12,30,0,0,0,0,2,19,14,17,6,15,14,None,0,14,0,60,0,0,2,3,6,16,No,0,0,0,None,0,0,0,None,Poison,1,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened, Poisoned"
Ala,11,Medium,127,17,30,40,0,0,0,3,20,16,18,10,16,8,None,0,19,0,60,0,0,3,4,8,48,No,0,0,0,"Common, Draconic",0,0,0,None,"Lightning, Poison, Thunder",3,,0,None
Algorith,13,Medium,136,18,40,40,0,0,0,4,21,14,19,13,16,18,"Dex, Con, Wis, Cha",4,17,0,60,0,0,2,4,9,53,Yes,7,5,16,"Celestial, Common, Draconic, Infernal",0,0,0,None,,0,"Acid, Cold, Lightning",3,"Charmed, Exhaustion, Frightend, Paralyzed, Petrified, Poisoned"
Alseid,3,Medium,49,14,40,0,0,0,0,4,13,17,12,8,16,8,None,0,15,0,60,0,0,1,2,5,9,No,0,0,0,"Common, Elvish, Sylvan",0,0,0,None,,0,,0,None
Amphiptere,6,Medium,60,15,20,60,0,20,20,1,11,18,17,2,16,6,None,0,15,0,0,10,0,2,3,6,28,No,0,0,0,None,0,0,0,None,,0,,0,None
Andrenjinyi,18,Gargantuan,228,18,60,0,20,60,20,3,30,17,25,10,18,23,"Con, Wis, Cha",5,19,0,60,0,120,4,6,15,58,Yes,11,5,19,"Celestial, Common, Giant, Sylvan",0,0,0,None,Psychic,1,"Acid, Cold, Fire, Lightning",4,None
Angatra,9,Medium,85,17,50,0,0,0,0,2,14,20,18,8,12,15,None,0,14,0,60,0,0,2,2,8,13,No,0,0,0,None,0,0,0,None,Poison,1,"Necrotic, BPS From Nonmagical Attacks",2,"Charmed, Exhaustion, Frightened, Poisoned"
"Chained, Angel",11,Medium,88,16,30,60,0,0,0,1,18,16,12,12,18,20,"Dex, Wis, Cha",3,17,0,200,0,0,2,3,7,46,No,0,0,0,"Celestial, Common, Infernal",0,0,0,None,"Fire, Radiant",2,Piercing,1,None
Fidele Angel,8,Medium,104,16,40,40,0,0,0,2,20,18,14,14,16,18,"Dex, Con, Int, Wis, Cha",3,16,0,60,0,0,7,5,9,30,Yes,12,3,14,"Celestial, Common, Infernal",0,0,0,None,"Acid, Cold",2,"Fire, Lightning, Poison, BPS From Nonmagical Attacks",4,"Charmed, Petrified, Poisoned"
Angler Worm,7,Huge,133,14,20,0,0,0,20,0,14,5,16,3,14,1,None,0,12,0,0,0,60,3,4,4,24,No,0,0,0,None,0,0,0,None,,0,,0,"Blinded, Charmed, Deafened, Poisoned, Prone"
Giant Ant,5,Large,52,14,40,0,0,0,0,0,15,13,15,1,9,2,None,0,9,0,0,60,0,1,3,4,10,No,0,0,0,None,0,0,0,None,,0,,0,None
Giant Ant Queen,7,Large,85,15,40,0,0,0,0,0,17,13,16,2,11,4,None,0,10,0,0,60,0,2,3,5,11,No,0,0,0,None,0,0,0,None,,0,,0,None
Anubian,5,Medium,44,13,30,0,0,0,0,1,12,16,12,10,12,10,None,0,11,0,60,0,30,2,3,5,9,No,0,0,0,Primordial,0,0,0,None,Poison,1,BPS From Nonmagical Attacks,1,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious"
Arboreal Grappler,6,Medium,90,14,10,0,0,0,40,2,16,16,16,6,10,6,None,0,10,0,60,0,0,2,3,5,15,No,0,0,0,None,0,0,0,None,,0,,0,None
Ardini,8,Small,82,15,20,60,0,0,0,3,9,21,14,12,1,16,Dex,3,13,0,60,0,0,3,3,8,11,Yes,7,2,14,"Common, Gnoll, Sylvan, Void Speech",0,0,0,None,,0,,0,None
Asanbosam,8,Large,102,14,40,0,0,0,15,3,18,13,17,11,10,5,None,0,13,0,60,0,0,2,3,7,34,No,0,0,0,Giant,0,0,0,None,,0,,0,None
Azza Gremlin,2,Small,7,14,10,40,0,0,0,0,5,18,10,12,13,10,None,0,11,0,120,0,0,1,1,6,6,No,0,0,0,"Common, Primordial",0,0,0,None,"Lightning, Thunder",2,,0,None
Baba Yaga's Horsemesn Base,14,Medium,171,20,30,0,0,0,0,4,22,11,21,16,18,18,"Dex, Wis",4,18,0,0,0,0,4,4,10,18,Yes,7,7,16,"Celestial, Common, Infernal",100,0,0,None,"Lightning, Poison",2,BPS From Nonmagical Attacks,1,"Exhaustion, Paralyzed, Poisoned"
Bagiennik,6,Medium,75,15,30,0,0,40,0,1,16,18,16,9,16,11,None,0,15,0,60,0,0,1,3,6,28,No,0,0,0,Common,0,0,0,None,,0,,0,None
Bastet Temple Cat,4,Small,40,14,40,0,0,0,30,2,8,19,12,12,16,18,None,0,15,0,60,0,0,3,4,6,12,Yes,4,2,14,"Common, Nurian, Sylvan",0,0,0,None,,0,,0,None
Bearfolk,6,Medium,45,14,40,0,0,0,0,0,19,14,16,8,12,9,None,0,11,0,60,0,0,2,4,6,16,No,0,0,0,"Common, Giant",0,0,0,None,,0,,0,None
Behtu,5,Small,52,14,20,0,0,0,20,2,17,16,16,12,11,7,Dex,2,10,0,60,0,0,0,4,5,9,No,0,0,0,"Behtu, Common, Infernal",0,0,0,None,,0,"Cold, Fire, Lightning",3,None
Beli,5,Small,45,15,30,30,0,0,0,2,11,16,12,8,11,14,Dex,2,14,0,60,0,0,4,2,5,11,Yes,2,2,12,"Common, Dwarvish, Giant",0,0,0,Fire,Cold,1,,0,None
Bereginyas,7,Tiny,70,15,20,60,0,0,0,2,14,20,12,13,12,11,Dex,2,15,0,60,0,0,0,3,7,13,No,0,0,0,"Common, Elvish, Sylvan",0,0,0,None,Bludgeoning,1,,0,None
Blemmyes,11,Large,168,15,40,0,0,0,0,1,20,13,20,7,12,5,None,0,11,0,60,0,0,1,4,8,45,No,0,0,0,Giant,0,0,0,None,,0,,0,None
Boloti,4,Tiny,63,15,20,0,0,60,0,2,12,20,14,13,12,11,None,0,13,0,60,0,0,3,2,7,9,Yes,9,6,11,"Common, Primordial, Sylvan",0,0,0,None,,0,,0,None
Bone Collective,11,Small,120,17,30,0,0,0,0,4,10,20,18,14,10,16,Dex,3,13,0,120,0,0,3,5,8,101,Yes,2,3,14,"Common, Darakhul",0,0,0,None,"Necrotic, Poison",2,BPS From Nonmagical Attacks Not Silvered,1,"Exhaustion, Poisoned"
Bone Crab,3,Small,33,13,20,0,0,10,0,2,10,14,14,1,12,4,None,0,13,0,60,0,0,4,3,4,14,No,0,0,0,None,0,0,0,None,,0,Bludgeoning,1,None
Bone Swarm,13,Large,198,17,20,60,0,0,0,3,22,18,10,9,5,20,"Dex, Wis, Cha",4,16,0,60,0,0,2,3,10,49,No,0,0,0,"Common, Void Speech",0,0,0,Bludgeoning,Poison,1,PS From Nonmagical Attacks,1,"Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned, Prone, Restrained, Stunned"
